country,name,id,provider,source,future_programmes,future_hours,desc_pct,sample_title,sample_desc,quality_score,alternatives,alternative_sources,url
Saudi Arabia,OSNtv Now.sa,OSNtv Now.sa,openepg,saudiarabia5,54,41.2,100.0,The Final Pitch: Dubai,The Final Pitch: Dubai,215.8,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,TLC HD.sa,TLC HD.sa,openepg,saudiarabia5,54,41.1,100.0,"Little People, Big World","Little People, Big World",215.65,2,openepg:saudiarabia1:TLC HD.sa;openepg:saudiarabia2:TLC HD.sa,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,MBC 1 HD.sa,MBC 1 HD.sa,openepg,saudiarabia1,53,41.5,100.0,أصدقاء العمر:الحلقة 50,تتخذ مجموعة من التلاميذ قرارا بتغيير حياتهم إلى مهمة استقصائية تبحث في حادثة وفاة غامضة لأحد أعز أصدقائهم.,215.25,4,openepg:saudiarabia5:MBC 1.sa;openepg:saudiarabia2:MBC 1 HD.sa;openepg:saudiarabia3:MBC 1 HD.sa;openepg:saudiarabia4:MBC 1 HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Oman Al Thakafeyah.sa,Oman Al Thakafeyah.sa,openepg,saudiarabia1,53,41.5,100.0,الزراعة من أجل الكوكب,برنامج حول العديد من طرق الزراعة المستدامة التي تساعد في حماية البيئة والكوكب.,215.25,1,openepg:saudiarabia2:Oman Al Thakafeyah.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Oman Mubasher.sa,Oman Mubasher.sa,openepg,saudiarabia1,53,41.5,100.0,خير وأبقى,برنامج يُعين المسلم على الارتقاء بالأفكار والمشاعر الإيمانية من خلال فريضة الصيام.,215.25,1,openepg:saudiarabia2:Oman Mubasher.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Nat. Geo. AD.sa,Nat. Geo. AD.sa,openepg,saudiarabia1,54,40.8,100.0,كلوز إنكاونترز أوف ذا وايلد كايند,توقف عن البحث واكتشف الحقيقة وراء ما يحدث فعلًا في أجرأ اللقاءات مع الحيوانات في العالم.,215.2,1,openepg:saudiarabia2:Nat. Geo. AD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,OSNtv Yahala.sa,OSNtv Yahala.sa,openepg,saudiarabia5,53,41.4,100.0,Wa Baynaa Miead,Wa Baynaa Miead,215.1,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,Discovery HD.sa,Discovery HD.sa,openepg,saudiarabia1,53,41.1,100.0,سالفيدج هانترز:تريدينغ نيو غراوند,يسافر (درو بريتشارد) صائد الكنوز في العصر الحديث عبر البلاد بطولها وعرضها ليبحث عن أشياء غريبة ورائعة، ذات قيمة عالية.,214.65,2,openepg:saudiarabia2:Discovery HD.sa;openepg:saudiarabia5:Discovery Channel HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Discovery Family HD.sa,Discovery Family HD.sa,openepg,saudiarabia1,53,40.9,100.0,إنسايد ويست كوست كاستومز:رولين إن ماي 5.0,ريان فرايدلينغوس وطاقم الجمارك ذات شهرة عالمية التابع له. يأخذون المشاهد إلى الطريق السليم للتعامل مع سياراتهم المزودة تقنياً، الأسرار التي تساعدهم على تحويل أفكارهم إلى واقع.,214.35,1,openepg:saudiarabia2:Discovery Family HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Sama Dubai.sa,Sama Dubai.sa,openepg,saudiarabia1,52,41.5,100.0,الأخبار,تغطية مباشرة للأخبار المحلية والعالمية مع التركيز على التطورات في العالم، وصولاً إلى عرض دقيق وتحليلات معمقة تهم المشاهدين.,214.25,1,openepg:saudiarabia2:Sama Dubai.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Fatafeat.sa,Fatafeat.sa,openepg,saudiarabia5,52,41.3,100.0,Matbakh Manal Al Alem (Manal Alalem's Kitchen),Matbakh Manal Al Alem (Manal Alalem's Kitchen),213.95,2,openepg:saudiarabia1:Fatafeat.sa;openepg:saudiarabia2:Fatafeat.sa,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,MBC 4.eg,MBC 4.eg,openepg,egypt2,57,43.5,89.5,Wust El Balad,"The events depict daily life and stories of love, separation, joy, and suffering through Fadl's family, including his mother who lives with him, and his brother Kamel's attempts to seize their house, thinking that his father disinherited him.",213.85,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,MBC Action HD.sa,MBC Action HD.sa,openepg,saudiarabia1,52,40.9,100.0,كينغدوم:الحلقة 22,مسلسل أنيمي تاريخي رائع تدور أحداثه في حقبة الممالك المتحاربة في الصين القديمة. عدد من الشخصيات سيكون لها الأثر الكبير على مجرى التاريخ، من أهمها شاب يافع يدعى شين الذي يكبر ليصبح رئيساً عسكرياً عظيماً.,213.35,3,openepg:saudiarabia2:MBC Action HD.sa;openepg:saudiarabia3:MBC Action HD.sa;openepg:saudiarabia4:MBC Action HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,OSN TV Yahala Bil Arabi.eg,OSN TV Yahala Bil Arabi.eg,openepg,egypt2,51,43.5,96.1,Cranberry Sorbet,"Doga lives with her mother and sister, and then an intense romance develops between her and Fatih, who belongs to an aristocratic class, but these class and cultural differences stand in the way of their love.",213.13,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,OSN TV Crime.eg,OSN TV Crime.eg,openepg,egypt2,51,43.1,96.1,Major Crimes S3,"Captain Sharon Raydor continues to lead the Los Angeles Police Department to prevent crime and investigate mysterious cases. Rusty's conditions deteriorate and Sharon tries to help him; however, Sharon's ex-husband appears and is accused of murder.",212.53,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,MBC.eg,MBC.eg,openepg,egypt2,56,43.2,89.3,Min Kothr Hobbi Lak,"Inside the halls of a residential building, friendly relationships, marriages and divorces take place. On the other hand, family problems, murders, and thefts occur, as the newly divorced Iman goes to live with her sister Nouf, who finds in separation from Muhammad a refuge from his debts and carelessness, while she approaches Faisal in the hope of finding the love and security that she lost.",212.24,0,,https://www.open-epg.com/files/egypt2.xml
Egypt,OSN TV Now.eg,OSN TV Now.eg,openepg,egypt2,55,43.0,90.9,The Great House Giveaway S2,"In the second season, Simon O'Brien meets two people who he never met and who have never owned a home before, then buys them a house at auction. However, they have six months to transform it into a livable and desirable home for sale while keeping the profits.",212.22,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,CN English.sa,CN English.sa,openepg,saudiarabia1,55,38.1,100.0,عالم غامبول الرائع:ذا ريتيرن,ادخلوا إلى عالم غامبول المدهش، حيث يجتمع غامبول وصديقه داروين في مغامرات يومية مشوقة!,212.15,1,openepg:saudiarabia2:CN English.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,أو إس إن ياهلا.eg,أو إس إن ياهلا.eg,openepg,egypt1,52,40.0,100.0,بابا جه,يجد (هشام) نفسه في مفترق طرق بعد الاستغناء عنه من وظيفته بأحد الفنادق، بسبب جائحة كورونا، وعليه إيجاد عمل ورعاية أسرته في ظل ظروف صعبة، وتتوالى الأحداث.,212.0,0,,https://www.open-epg.com/files/egypt1.xml
Saudi Arabia,Dubai.sa,Dubai.sa,openepg,saudiarabia1,50,41.0,100.0,الأخبار,تغطية مباشرة للأخبار المحلية والعالمية مع التركيز على التطورات في العالم، وصولاً إلى عرض دقيق وتحليلات معمقة تهم المشاهدين.,211.5,2,openepg:saudiarabia5:Dubai TV HD.sa;openepg:saudiarabia2:Dubai.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Zekrayat.sa,Zekrayat.sa,openepg,saudiarabia1,50,41.0,100.0,مسرحيات,ابقوا على تواصل واستمتعوا بهذه المسرحيات المتنوعة.,211.5,1,openepg:saudiarabia2:Zekrayat.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Ginx.sa,Ginx.sa,openepg,saudiarabia5,50,41.0,100.0,VIDEOGAME NATION,VIDEOGAME NATION,211.5,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,OSNtv Crime.sa,OSNtv Crime.sa,openepg,saudiarabia5,49,41.4,100.0,Chicago Fire,Chicago Fire,211.1,0,,https://www.open-epg.com/files/saudiarabia5.xml
Egypt,OSN TV One.eg,OSN TV One.eg,openepg,egypt2,61,43.8,78.7,Suits LA,"The series follows a new group of lawyers led by ex-federal prosecutor Ted Black, who decides to rebrand himself by establishing a Los Angeles law firm specializing in criminal and entertainment law.",209.66,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,Al Emarat.sa,Al Emarat.sa,openepg,saudiarabia1,48,41.0,100.0,عين الذيب,مسلسل دراما اجتماعي بدوي، بطولة داوود حسين وآخرين. كان هدف زواج (سما) إنهاء سنوات العداء بين قبيلتها وقبيلة العريس. لكن الكراهية عميقة الجذور مع عائلته، تجعلها تهرب إلى الصحراء؛ حيث ينتظرها مصير جديد مجهول مع راعي الغنم فارس.,209.5,1,openepg:saudiarabia2:Al Emarat.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Al Nahar.sa,Al Nahar.sa,openepg,saudiarabia1,48,41.0,100.0,اسأل مع دعاء,تستضيف دعاء فاروق مجموعةً من العلماء والمتخصصين في علوم الدين وعلم النفس والاجتماع لمناقشة موضوعات متنوعة، إضافة للإجابة على أسئلة المشاهدين.,209.5,3,openepg:saudiarabia3:Al Nahar TV.sa;openepg:saudiarabia4:Al Nahar TV.sa;openepg:saudiarabia2:Al Nahar.sa,https://www.open-epg.com/files/saudiarabia1.xml
UAE,MBC MAX.ae,MBC MAX.ae,openepg,uae6,36,49.0,100.0,Spider-Man: Homecoming,بعد مغامرته مع فريق الأفينجرز، يعود بيتر إلى بلدته وخالته ماي، ولكن سرعان ما يحيط الخطر بحياته مرة أخرى بظهور عدو جديد يدعى النسر.,209.5,0,,https://www.open-epg.com/files/uae6.xml
Saudi Arabia,OSNtv Yahala Bil Arabi.sa,OSNtv Yahala Bil Arabi.sa,openepg,saudiarabia5,48,40.9,100.0,Deep In Love,Deep In Love,209.35,0,,https://www.open-epg.com/files/saudiarabia5.xml
Saudi Arabia,SBC.sa,SBC.sa,openepg,saudiarabia1,47,41.5,100.0,بعد النهاية,دراما عن ظاهرة غامضة بين الشباب تتسبب في موتهم المفاجئ، ما ينجم عنه موجة صدمة في مجتمع يعاني من الذعر ولكنه عاجز إلى حد كبير.,209.25,1,openepg:saudiarabia2:SBC.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,Rotana Drama.eg,Rotana Drama.eg,openepg,egypt2,44,43.5,100.0,W Teqabel Habib,"After a wealthy woman discovers that her husband has cheated on her and married another, she decides to separate from him and searches for a new romance, but she gets involved in various conflicts that she did not expect, and her life gradually changes along the way.",209.25,0,,https://www.open-epg.com/files/egypt2.xml
Saudi Arabia,Animal Planet HD.sa,Animal Planet HD.sa,openepg,saudiarabia1,47,41.4,100.0,ياللعجب! إنها عائلة إيروينز:يوم كبير، لوحيد القرن المولود,يقوم أفراد عائلة (إيروين) برحلتهم السنوية إلى محمية (ستيف إيروين) للحياة البرية، لدراسة التماسيح الضارية، واستكمال المهمة التي بدأها قبل موته.,209.1,2,openepg:saudiarabia2:Animal Planet HD.sa;openepg:saudiarabia5:Animal Planet HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,إم بي سي مصر دراما.eg,إم بي سي مصر دراما.eg,openepg,egypt1,49,39.9,100.0,أفراح إبليس ج3,يعود همام إلى تجارة السلاح بعدما فقد ثروته في الحريق الذي كاد يودي بحياته. في الوقت نفسه، يكتشف زين حقائق صادمة عن جابر، بينما يمضي عابد في طريق الانتقام من نعمان، مهما كلفه الأمر.,208.85,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,أو إس إن وان.eg,أو إس إن وان.eg,openepg,egypt1,55,39.7,92.7,Suits LA,يتتبع المسلسل مجموعة جديدة من المحامين بقيادة المدعي العام السابق (تيد بلاك)، والذي قرر إنشاء شركة محاماة في لوس أنجلوس متخصصة في القانون الجنائي والترفيهي.,208.71,0,,https://www.open-epg.com/files/egypt1.xml
Saudi Arabia,Star World HD.sa,Star World HD.sa,openepg,saudiarabia1,46,41.6,100.0,ويلّ ترينت:ذا موست بيوتيفول، فيرس، سمارت، باورفول...,عندما يكشف التحقيق في جريمة قتل أن القصة أكبر مما تبدو عليه، يعتمد العميل الخاص ويلّ ترينت على موهبته وغريزته الحادّة، ومعها وخبرته الفريدة لكشف الحقائق.,208.4,1,openepg:saudiarabia2:Star World HD.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,إم بي سي دراما +.eg,إم بي سي دراما +.eg,openepg,egypt1,49,39.5,100.0,Kafeel,تنقلب حياة امرأة رأسًا على عقب بعد أن تكتشف حقيقة زوجها. ومع تزايد تقلبات سلوك زوجها، وضغوط العائلة، والتباعد العاطفي، تجد نفسها مضطرة لمواجهة مشكلات زواجها قبل أن تسيطر على حياتها وتدمرها.,208.25,1,openepg:egypt1:إم بي سي دراما.eg,https://www.open-epg.com/files/egypt1.xml
Egypt,إم بي سي 4.eg,إم بي سي 4.eg,openepg,egypt1,52,39.4,96.2,وسط البلد,يتناول العمل الحياة اليومية للمجتمع وقصص الحب والفراق والفرح والمعاناة، من خلال أسرة فضل ووالدته التي تعيش معه، ومحاولات أخيه كامل اﻻستيلاء على بيتهم ظنا بأن والده حرمه من ميراثه.,208.06,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,إم بي سي العراق.eg,إم بي سي العراق.eg,openepg,egypt1,48,39.5,100.0,عودة خالتي,بعد أن كرست حميدة حياتها في عالم الموضة لتكوين إمبراطوريتها الخاصة، تضطر على تواجه عالما جديدا وخطيرا لإنقاذ أولاد شقيقتها داليا من المشاكل التي تورطوا فيها.,207.25,0,,https://www.open-epg.com/files/egypt1.xml
Saudi Arabia,Al Dafrah.sa,Al Dafrah.sa,openepg,saudiarabia1,45,41.5,100.0,شبابنا,برنامج حواري يفتح الأبواب أمام أهم الإنجازات البارزة في المجتمع المحلي لتقديم قدوة حسنة لإخوانهم المواطنين.,207.25,1,openepg:saudiarabia2:Al Dafrah.sa,https://www.open-epg.com/files/saudiarabia1.xml
Egypt,أو إس إن كرايم.eg,أو إس إن كرايم.eg,openepg,egypt1,47,39.9,100.0,Major Crimes S3,تواصل النقيبة (شارون رايدور) قيادة قسم شرطة (لوس أنجلوس) لمنع الجريمة والتحقيق في القضايا الغامضة، وتتدهور أحوال (راستي) وتحاول (شارون) مساعدته، بينما يظهر زوجها السابق متهمًا في جريمة قتل، وتتوالى الأحداث.,206.85,0,,https://www.open-epg.com/files/egypt1.xml
Egypt,MBC Egypt.eg,MBC Egypt.eg,openepg,egypt2,37,46.4,100.0,Al-Ragul Al-Abyad Al-Mutawassit,"Zaghloul is a young inventor who is trying to save his household from collapse. In an attempt to get the money, he decides to break into the villa of the businessman Adham, but his attempt is thwarted as he finds himself in the yellow of the desert with Adham and Caramella.",206.6,0,,https://www.open-epg.com/files/egypt2.xml
UAE,قناة طاش.ae,قناة طاش.ae,openepg,uae6,56,33.6,100.0,طاش ما طاش موسم 14 حلقة 2,إطلع,206.4,0,,https://www.open-epg.com/files/uae6.xml
Saudi Arabia,Discovery ID.sa,Discovery ID.sa,openepg,saudiarabia1,44,41.5,100.0,ميردَر آندر ذا فرايداي نايت لايتس:تويستيد تيمميت,مسلسل يستكشف بعض الجرائم المأساوية المروّعة التي وقعت وهزّت المجتمعات المتماسكة لمشجعي كرة القدم في المدارس الثانوية. فعندما كانت الكرة الشعبية هي شريان حياة المدينة، كانت الدماء الحقيقية تُبذل وتُراق على الأرض مترافقة معها، وبسببها.,206.25,1,openepg:saudiarabia2:Discovery ID.sa,https://www.open-epg.com/files/saudiarabia1.xml
Saudi Arabia,Roya TV HD.sa,Roya TV HD.sa,openepg,saudiarabia5,44,41.5,100.0,Min Shibak Ola,Min Shibak Ola,206.25,2,openepg:saudiarabia1:Roya.sa;openepg:saudiarabia2:Roya.sa,https://www.open-epg.com/files/saudiarabia5.xml
